text,label
"{'data': 'Acid value | 14.0 – 20.0', 'label': [[13, 17, 'min'], [20, 24, 'max']]}",Acid content
"{'data': 'Point | 34 ºC', 'label': []}",irrelevant
"{'data': 'PU modified short oil alkyd emulsion based on linoleic rich oils / fatty acids | water', 'label': [[12, 36, 'qualitative_value']]}",Chemical modification
"{'data': 'White and light coloured high quality stoving enamels for motor cars, washing machines, refrigerators and kitchen equipment. Air drying systems with excellent build and colour retention. Two component polyurethane and cold catalysed lacquers. Gives best result when used in formulation of Melaminised wood finish.', 'label': []}",irrelevant
"{'data': 'Other Characteristics 1 | The data provided for these properties are typical values, intended only as guides, and should not be construed as sales specifications', 'label': []}",irrelevant
"{'data': 'colour | white', 'label': [[9, 14, 'qualitative_value']]}",Color
"{'data': 'Density ( on solids ) 20 °C, gr/cm 3 | | approx 1,22 <header> <ALKYDELL LT 366 : 60 % solids in xylene> | <> | <> </header>', 'label': []}",irrelevant
"{'data': 'Oil type | : Soyabean oil | 0', 'label': [[13, 25, 'qualitative_value']]}",Type oil
"{'data': 'W´Sol E 330 W is a short oil modified PU alkyd emulsion for the manufacture of airdrying water thinnable paint systems.', 'label': [[38, 55, 'qualitative_value']]}",Chemical modification
"{'data': 'ETEYKYD 1210 - M - 100 - 1 is a very long linseed oil modified alkyd designed for use as a grinding vehicle for pigmented stains and glazes for the wood finishing industry. ETERKYD 1210 - M - 100 - 1 has excellent pigment wetting and dispersing properties and will tolerate very high dilution with aliphatic solvents. It is used to grind pigment dispersion bases from which glazes, pigmented stains and wood fillers are made. RMFI SH DG WOOD', 'label': []}",irrelevant
"{'data': 'Flash point | 94 °C ISO 3679', 'label': []}",irrelevant
"{'data': 'An air - drying long oil alkyd resin based on soya bean oil.', 'label': [[46, 59, 'qualitative_value']]}",Type oil
"{'data': '% MD 676 | 90 | 75 | 50 | 25 | 10 |', 'label': [[11, 13, 'mean'], [16, 18, 'mean'], [21, 23, 'mean'], [26, 28, 'mean'], [31, 33, 'mean']]}",multi
"{'data': 'nan | Solvesso 100 | dilutable <header> <Aromatics> | <XYL TOL> | <dilutable dilutable> </header>', 'label': []}",irrelevant
"{'data': 'Density | 0.99 DIN 53217', 'label': []}",irrelevant
"{'data': 'Drying time | |', 'label': []}",irrelevant
"{'data': 'Particle size diameter | Typical 380 nm Malvern Mastersizer 3000 ( in D 40 )', 'label': []}",irrelevant
"{'data': 'Delivery form | 40 % in water / butyl glycol', 'label': [[16, 20, 'measuring_condition'], [24, 44, 'qualitative_value']]}",Solvent type
"{'data': 'Delivery form: 65 % non - volatile in R - 66 mineral spirits / xylene | ( 83 / 17 pbw )', 'label': [[63, 69, 'qualitative_value']]}",multi
"{'data': 'Viscosity at 25 °C, Stokes | 54.9 - 81.0', 'label': [[10, 18, 'measuring_condition'], [20, 26, 'unit'], [29, 33, 'min'], [36, 40, 'max']]}",Viscosity
"{'data': 'Other data* Property | Value | Unit of measurement | Method <header> <Other data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'Colour, Gardner scale ( ISO | 10 max', 'label': [[8, 15, 'unit'], [24, 27, 'measuring_condition'], [30, 32, 'max']]}",Color
"{'data': 'Gardner Viscosity ( 25 ºC ) | C - E', 'label': [[0, 7, 'measuring_condition'], [20, 25, 'measuring_condition'], [30, 31, 'min'], [34, 35, 'max']]}",Viscosity
"{'data': 'Description - Short Castor/Olive oil alkyd', 'label': [[20, 36, 'qualitative_value']]}",Type oil
"{'data': 'Solubility |', 'label': []}",irrelevant
"{'data': 'Acid value …….......……………………………….. 12 max on solids', 'label': [[35, 37, 'max']]}",Acid content
"{'data': 'Solvent Type: | Mineral Spirits', 'label': [[16, 31, 'qualitative_value']]}",Solvent type
"{'data': 'Colour GARDNER ( Lico 200 ) | Max. 6.0 Gardner | Max. 6.0 Gardner | 008 E | 4630 <header> <Property> | <Value Unit> | <Value Unit> | <Method STM*> | <ISO> </header>', 'label': [[7, 14, 'unit'], [35, 38, 'max'], [39, 46, 'unit'], [54, 57, 'max'], [58, 65, 'unit'], [68, 73, 'method'], [76, 80, 'method']]}",Color
"{'data': 'Appearance | clear, free of extraneous matter | | 017 A | 017 A <header> <Property> | <Value> | <Unit> | <Method SBM * ISO> | <Method SBM * ISO> </header>', 'label': [[13, 18, 'qualitative_value'], [50, 55, 'method'], [58, 63, 'method']]}",Color
"{'data': 'Solids content | 43 - 45 | % | 2026 E <header> <Property> | <Range> | <Unit> | <TM> </header>', 'label': [[17, 19, 'min'], [22, 24, 'max'], [27, 28, 'unit'], [31, 37, 'method']]}",Solid content
"{'data': 'STM: Nuplex Resins method of determination ( available on request )', 'label': []}",irrelevant
"{'data': 'Recommended uses | : | Durable high quality lower VOC decorative gloss paints. | Durable high quality lower VOC decorative gloss paints. | Durable high quality lower VOC decorative gloss paints. | Durable high quality lower VOC decorative gloss paints. | Durable high quality lower VOC decorative gloss paints. | Durable high quality lower VOC decorative gloss paints. <header> <> | <> | <> | <> | <> | <> | <> | <> </header>', 'label': []}",irrelevant
"{'data': '3 ) Xylene used as solvent instead of toluene', 'label': [[4, 10, 'qualitative_value']]}",Solvent type
"{'data': 'PA | Content', 'label': []}",irrelevant
"{'data': 'GARDNER VISCOSITY | S - U', 'label': [[0, 7, 'measuring_condition'], [20, 21, 'min'], [24, 25, 'max']]}",Viscosity
"{'data': 'Non - Volatil 100 ºC / 2 hr. % | 70 ± 1.5', 'label': [[14, 30, 'measuring_condition'], [33, 35, 'mean'], [38, 41, 'std']]}",Solid content
"{'data': 'Viscosity, 25 °C ( 60 % in xylene ) : | PRA Tube No. 15 – 16 ( 4,000 - 6,000 cps )', 'label': [[11, 36, 'measuring_condition'], [63, 68, 'min'], [71, 76, 'max'], [77, 80, 'unit']]}",Viscosity
"{'data': 'Fatty acids type | Soybean oil fatty acid', 'label': [[19, 41, 'qualitative_value']]}",Type oil
"{'data': ' ( 120 °C ; 5 min ) Not continually determined: | For improving reaction speed in air - drying systems a combination with acrylic emulsions is useful. For stoving it is recommended using methylated melamine resins. The compatibility should in all cases first be checked. <header> <TYPE> | <SPECIAL PROPERTIES AND USE> </header>', 'label': []}",irrelevant
"{'data': 'Oil content | : 63 % | 40 45 50 | 55 60 % NV | 65 | 70 | 75 | 80', 'label': [[16, 18, 'mean'], [19, 20, 'unit']]}",Oil length
"{'data': 'Non volatile content, 1 h/ 125 °C, DIN EN ISO 3251 | min. 98 % <header> <Appearance> | <clear to opaque> </header>', 'label': [[22, 33, 'measuring_condition'], [35, 50, 'method'], [58, 60, 'min'], [61, 62, 'unit']]}",Solid content
"{'data': 'ETEYKYD 1210 - M - 100 - 1 is a very long linseed oil modified alkyd designed for use as a grinding vehicle for pigmented stains and glazes for the wood finishing industry. ETERKYD 1210 - M - 100 - 1 has excellent pigment wetting and dispersing properties and will tolerate very high dilution with aliphatic solvents. It is used to grind pigment dispersion bases from which glazes, pigmented stains and wood fillers are made. RMFI SH DG WOOD', 'label': [[63, 68, 'qualitative_value']]}",Chemical modification
"{'data': 'Solvent Type : Xylene', 'label': [[15, 21, 'qualitative_value']]}",Solvent type
"{'data': 'Resin Composition : | Solvent Composition:: Xylene', 'label': [[44, 50, 'qualitative_value']]}",Solvent type
"{'data': '- Phthalic Anhydride | 27', 'label': []}",irrelevant
"{'data': 'Long Oil Alkyd - Medium Oil Alkyd - Short Oil Alkyd - | Complete Limited None None', 'label': []}",irrelevant
"{'data': 'Vialkyd AV 352 m can be partially combined with some modified Vialkyd grades, low melting oil soluble hard resins, amino resins, and cyclized rubber ( Aplex CK 450 ) . Vialkyd AV 352 m is not compatible with other paint raw materials like nitrocellulose, chlorinated rubber, epoxy resins etc. Any normal pigments including zinc chromate and zinc phosphate can be used.', 'label': [[62, 76, 'qualitative_value']]}",Chemical modification
"{'data': 'Colour ( Lico 100 ) | ≤ 9.0 | Gardner | ISO 4630 <header> <Property> | <Value> | <Units> | <Method> </header>', 'label': [[24, 27, 'max'], [30, 37, 'unit'], [40, 48, 'method']]}",Color
"{'data': 'Oil content | 67 %', 'label': [[14, 16, 'mean'], [17, 18, 'unit']]}",Oil length
"{'data': 'Typical | Clear Amber Appearance', 'label': [[10, 21, 'qualitative_value']]}",Color
"{'data': 'Melamine formaldehyde Nitrocellulose | Excellent Excellent', 'label': []}",irrelevant
"{'data': 'Volatile Content | White Spirit Xylene', 'label': [[19, 38, 'qualitative_value']]}",Solvent type
"{'data': 'RESIN COMPOSITION: Oil type:Soya. Oil content: 62 % Alcohol: Pentaerythritol. Acid: PA RESIN SPECIFICATION:', 'label': [[28, 32, 'qualitative_value'], [47, 49, 'mean'], [50, 51, 'unit']]}",multi
"{'data': 'Appearance | clear, free of extraneous matter 017 A', 'label': []}",irrelevant
"{'data': 'Cure Method | Air Dry <header> <Characteristics> | <Specifications> </header>', 'label': []}",irrelevant
"{'data': 'Oil Length : | 65 %', 'label': [[15, 17, 'mean'], [18, 19, 'unit']]}",Oil length
"{'data': 'Tg ( °C ) | 80 <header> <> | <AU - 7002 > </header>', 'label': []}",irrelevant
"{'data': 'Type of oil | Soya bean oil', 'label': [[14, 27, 'qualitative_value']]}",Type oil
"{'data': 'Appearance | clear, free of extraneous mat ter | | 017 A | 017 A <header> <Property> | <Value> | <Units> | <Method STM * ISO> | <Method STM * ISO> </header>', 'label': [[13, 45, 'qualitative_value'], [51, 56, 'method'], [59, 64, 'method']]}",Color
"{'data': '2. Two Pack Urethane Systems |', 'label': []}",irrelevant
"{'data': 'acid value | < 25', 'label': [[15, 17, 'max']]}",Acid content
"{'data': 'Description | Duramac HS 207 - 2810 is a high solids phenolic - modified alkyd resin exhibiting fast dry and good corrosion resistance. Manufactured in North America. All components of this product are listed on the DSL.', 'label': []}",irrelevant
"{'data': 'Oil content | approx. 30 %', 'label': [[22, 24, 'mean'], [25, 26, 'unit']]}",Oil length
"{'data': 'ISO 3251, STM 001 G | ISO 3251, STM 001 G | Keep away from heat, sparks, flame and other sources of ignition ( i.e ., pilot lights, electric motors and static electricity ) . <header> <COMPOSITION ( ON NON - VOLATILES ) > <Oil type> | <COMPOSITION ( ON NON - VOLATILES ) > <coconut oil> | <COMPOSITION ( ON NON - VOLATILES ) > <APPLICATION> </header>', 'label': []}",stray
"{'data': 'Low VOC, urethane - modified air drying resin | Delivery form: 75 % in De - aromatised hydrocarbon D 40', 'label': [[29, 45, 'qualitative_value']]}",Chemical modification
"{'data': ' ( as supplied ) ( in - house - method AV - F - V 003 ) ) |', 'label': []}",irrelevant
"{'data': 'flash point | [ °C ] > 100', 'label': []}",irrelevant
"{'data': 'Solvent White spirit | Solvent White spirit', 'label': [[8, 20, 'qualitative_value'], [31, 43, 'qualitative_value']]}",Solvent type
"{'data': 'Performance | Good color and gloss retention Lower solids paints possible', 'label': []}",irrelevant
"{'data': 'Acid value, on solids, DIN EN ISO 3682 | max. 30', 'label': [[12, 21, 'measuring_condition'], [23, 38, 'method'], [46, 48, 'max']]}",Acid content
"{'data': 'AkzoNobel Decorative Paints Rijksstraatweg 31 | Print date: | 16 November 2016 <header> <AkzoNobel Decorative Paints Rijksstraatweg 31 > | <Print date:> | < 16 November 2016 > </header>', 'label': []}",irrelevant
"{'data': 'Non Volatile Matter DIN 55671 | |', 'label': [[20, 29, 'method']]}",Solid content
"{'data': '溶解度 ( 与甲苯 1 : 1 ) | | | <header> <规格 项目 指标> | <RMFI G - 100 DG> | <G - 901.11 > | <G - 90 P> </header>', 'label': []}",irrelevant
"{'data': 'Synthalat HL 30, a short - oil alkyd resin modified with phenol resin, is used primarily for fast - drying primers, zinc chromate primers and anti - corrosive primers. Because it dries on and through particularly fast it is usually processed as the sole binder.', 'label': [[57, 69, 'qualitative_value']]}",Chemical modification
"{'data': 'Composition ( on non - volatiles )', 'label': []}",irrelevant
"{'data': 'Weight per litre : | 0.963 kg', 'label': []}",irrelevant
"{'data': 'Burnock NSL - 1255 | 96,80', 'label': []}",irrelevant
"{'data': 'Oil length | 35 %', 'label': [[13, 15, 'mean'], [16, 17, 'unit']]}",Oil length
"{'data': 'Appearance | clear - opaque', 'label': [[13, 27, 'qualitative_value']]}",Color
"{'data': 'Non volatile content, 1 h/ 125 °C, DIN EN ISO 3251 | 40 % ± 2', 'label': [[22, 33, 'measuring_condition'], [35, 50, 'method'], [53, 55, 'mean'], [56, 57, 'unit'], [60, 61, 'std']]}",Solid content
"{'data': 'Color ( Hellige ) | < 8', 'label': [[8, 15, 'measuring_condition'], [22, 23, 'max']]}",Color
"{'data': 'Cobalt drier | 0.01 - 0.03 % | 0.01 - 0.03 %', 'label': []}",irrelevant
"{'data': 'Solids % ( 1 g, 2 ml toluene, 30 min. at 140 ºC ) | 60 % +/ - 2', 'label': [[7, 8, 'unit'], [11, 47, 'measuring_condition'], [52, 54, 'mean'], [55, 56, 'unit'], [62, 63, 'std']]}",Solid content
"{'data': 'Technical Data:', 'label': []}",irrelevant
"{'data': 'Solvents : | Low odour white spirit ( D 60 ) / xylene 92.6 / 7.4', 'label': [[13, 64, 'qualitative_value']]}",Solvent type
"{'data': 'Oil length, % | 34 - 38', 'label': [[12, 13, 'unit'], [16, 18, 'min'], [21, 23, 'max']]}",Oil length
"{'data': 'DELIVERY FORM | T 39 - 70 EE is a 70 ± 1 % solution in ethanol and ethoxy propanol', 'label': [[55, 62, 'qualitative_value'], [67, 82, 'qualitative_value']]}",Solvent type
"{'data': 'Performance Benefits | ● Faster time to recoat ● Excellent metal protection | ● Faster time to recoat ● Excellent metal protection | ● Faster time to recoat ● Excellent metal protection <header> <Product Description> | <Duramac™ WR 74 - 7478 is a water reducible phenolic - modified alkyd resin. This product is designed for use in corrosion - resistant, non - lifting red oxide and black primers. Manufactured in North America.> | <Duramac™ WR 74 - 7478 is a water reducible phenolic - modified alkyd resin. This product is designed for use in corrosion - resistant, non - lifting red oxide and black primers. Manufactured in North America.> | <Duramac™ WR 74 - 7478 is a water reducible phenolic - modified alkyd resin. This product is designed for use in corrosion - resistant, non - lifting red oxide and black primers. Manufactured in North America.> </header>', 'label': []}",irrelevant
"{'data': '比重: 25 ℃/ 25 ℃ | 1.060 ~ 1.090 | | <header> <规格 项目 指标> | <RMFI G - 100 DG> | <G - 901.11 > | <G - 90 P> </header>', 'label': []}",irrelevant
"{'data': 'Acid value | 12 max on solids', 'label': [[13, 15, 'max'], [20, 29, 'measuring_condition']]}",Acid content
"{'data': 'Delivery form | 70 % in Dowanol PnB', 'label': [[16, 20, 'measuring_condition'], [24, 35, 'qualitative_value']]}",Solvent type
"{'data': 'Acid Value ( mg KOH/g ) | 35 - 40', 'label': [[13, 21, 'unit'], [26, 28, 'min'], [31, 33, 'max']]}",Acid content
"{'data': '6.Sp.Gr.at 30 ºC | | | 0.97 - 1.01 | | | | PCPL/FTM/ 021 A <header> <PROPERTY> | <> | <> | <LIMIT> | <> | <UNITS> | <> | <TEST METHOD> </header>', 'label': []}",irrelevant
"{'data': '酸值,mgKOH/g, < | 35 | 35 | 35 | 35 <header> <规格 项目 指标> | <K - 1415 > | <K - 1415 > | <K - 1420 > | <K - 1430 > </header>', 'label': []}",stray
"{'data': 'Acid Value, on Solids | 12 max.', 'label': [[12, 21, 'measuring_condition'], [24, 26, 'max']]}",Acid content
"{'data': 'Specifications:', 'label': []}",irrelevant
"{'data': 'Pa.s | 0.20 - 0.40', 'label': [[7, 11, 'min'], [14, 18, 'max']]}",Viscosity
"{'data': 'ETERKYD 3106 - X - 70 | Ο | Ο | Ο <header> < 3105 - X - 70 ：Below=> | < 5 ： 1 > | < 1 ： 1 > | < 1 ： 10 > </header>', 'label': []}",irrelevant
"{'data': 'Oil type | : Soyabean oil | 0', 'label': [[13, 25, 'qualitative_value']]}",Type oil
"{'data': 'pH - value, DIN ISO 976 | 7.5 - 8.5', 'label': []}",irrelevant
"{'data': '6.Sp.gr at 30 C | | 0.92 - 0.94 | | | | | PCPL/FTM/ 021 A | PCPL/FTM/ 021 A <header> <PROPERTY> | <> | <LIMIT> | <> | <> | <> | <UNITS> | <TEST METHOD> | <TEST METHOD> </header>', 'label': []}",irrelevant
"{'data': 'PHYSICAL CONSTANTS', 'label': []}",irrelevant
"{'data': 'acid value ( solids )', 'label': [[13, 19, 'measuring_condition']]}",Acid content
"{'data': 'Free isocyanate, % | 0.2', 'label': []}",irrelevant
"{'data': 'Sales Specification | Viscosity at 25 °C, Gardner Holdt ( DIN 53 015 ) Z 4 Z 5 – Z 5 + | Viscosity at 25 °C, Gardner Holdt ( DIN 53 015 ) Z 4 Z 5 – Z 5 +', 'label': [[32, 40, 'measuring_condition'], [42, 55, 'measuring_condition'], [58, 68, 'method'], [71, 85, 'unclear_value'], [99, 107, 'measuring_condition'], [109, 122, 'measuring_condition'], [125, 135, 'method'], [138, 151, 'unclear_value']]}",Viscosity
"{'data': 'Viscosity（ | RVDV+Pro', 'label': []}",Viscosity
"{'data': 'Solvent | Mineral Spirits', 'label': [[10, 25, 'qualitative_value']]}",Solvent type
"{'data': 'Acid value, mg KOH/g ( ISO 2114 ) | 17 max', 'label': [[12, 20, 'unit'], [23, 31, 'method'], [36, 38, 'max']]}",Acid content
"{'data': 'BENASOL SPN 4183 is suitable for high quality clear and pigmented sealers/topcoats for wood and metal substrates.', 'label': []}",irrelevant
"{'data': 'Pounds per Gallon, Solution | 8.65 approx.', 'label': []}",irrelevant
"{'data': 'Acid value ( mg KOH/gm of solid resin ) | Max.10 <header> <Parameters> | <Limits> </header>', 'label': [[13, 22, 'unit'], [23, 37, 'measuring_condition'], [46, 48, 'max']]}",Acid content
"{'data': 'Aspect | Slightly haze', 'label': []}",irrelevant
"{'data': 'BECKOSOL® | 4027 - M - 66 is a long oil soya alkyd supplied at 70 % non - volatile in mineral spirits.', 'label': []}",irrelevant
"{'data': ' ( as supplied ) ( In - house method AV - F - F 003 ) |', 'label': []}",irrelevant
"{'data': 'Color ( Gardner ) | 3 max. <header> <Appearance> | <Clear & Clean> </header>', 'label': [[8, 15, 'unit'], [20, 21, 'max']]}",Color
"{'data': 'Flow time, 20 °C, 45 % in butyl glycol, DIN 53211 - 4 | 50 - 70 s', 'label': []}",irrelevant
"{'data': 'Very good hardness and adhesion on steel and aluminium | | <header> <ALKYDELL LT 366 : 60 % solids in xylene> | <> | <> </header>', 'label': []}",irrelevant
"{'data': 'Acid Type : | Phthalic anhydride', 'label': []}",irrelevant
"{'data': 'Flash point: | 46 º F Setaflash | <header> <TYPE> | <> | <FORM OF DELIVERY ( F.O.D ) > </header>', 'label': []}",irrelevant
"{'data': ' [ % ] 68 - 72', 'label': []}",stray
"{'data': 'Alcohol: | Pentaerythritol.', 'label': []}",irrelevant
"{'data': 'Determined per batch:', 'label': []}",irrelevant
