text,label
Method for characterizing the Specialty Carbon Black Surface | Method for characterizing the Specialty Carbon Black Surface | Method for characterizing the Specialty Carbon Black Surface | Method for characterizing the Specialty Carbon Black Surface | Method for characterizing the Specialty Carbon Black Surface,irrelevant
"Retention on 45 micron (325 mesh) screen, % | 0.05",irrelevant
50 lb paper | 50 cu. ft | Available,irrelevant
Moisture | : 0.5% max.,irrelevant
 | :selected: |  |  |  |  |  |  |  |  |  |  |  | D |  | D | PRINTEX® Zeta A,irrelevant
Volume Resistivity (2) | Internal method | Ohm.cm | 19,irrelevant
Conductex K Ultra | 185 | 125 | 141 | - | 115 | - | Korea,multi
Angaben zur Materialdichte (density),irrelevant
713/R012 | following ASTM D 2414 |  | ,irrelevant
"Volatile, % | 9.50 | 12.00 | 10.50 | 2A-700",irrelevant
PRINTEX® L6 | RCF | 249 | 114 | 1.2 | 126 | 9.0 | 0.10 | 270 | 18 |  |  |  |  |  |  |  | :selected: |  | :selected: | :selected: | :selected:,multi
AVERAGE ORIGINAL PARTICAL SIZE (nm) | 20±2 | *,irrelevant
"Resistance
Properties | ÿ in PO | Full Shade |",irrelevant
Copeblack 890 | 18 | 113 - | 140 | 120 | 1.4 | 155 | 122 | Brasil,multi
Carbon Content (100% - ash) |  | 100,irrelevant
<300 | < 0.1 | 650 | 0.02 | 100 | 13 | 460,multi
"OAN, bestimmt mit DBP OAN, measured with DBP ml/100g | OAN, bestimmt mit DBP OAN, measured with DBP ml/100g | 52 | 95 | 48 | 100 | 72 | 49 | 46 | 52 | 100 | 102 | 114",Oil Absorption
9 | < 250 | < 0.1 | 0.8 | - | 400 | - | -,multi
Raven® 820 | 73 | 71 | 120 | - | 100 | - | NA | Flexographic ink applications.,multi
"Raven@ 1030 | 24 | 95
:selected: | 94
:selected: | 60 |  | 1.5 | 233 | 118 | NA | ",multi
"Raven® UV Ultra® | 20 | 114 | - | 124 |  | 112 | 1.0 | 244 | 118 | UV protection, cable jackets, and fiber applications ",multi
Sieve Residue 0.045 mm | ppm (mass) | max. 500,irrelevant
"Stampfdichte (Tap density) | Stampfdichte (Tap density) | g/cm³ | 0,430 | -",irrelevant
Ref. | 7444,irrelevant
pH value | pH value | ISO 787-9 | - | D 1512,pH
"Copeblack® 193 | 66 | 54 | - | 40
:selected: | 39 | 1.0 | 218
:selected: | 69 | Brazil | Medium color - Plastics offering very high loading",multi
Bestimmung der DBP-Adsorption |  | ,irrelevant
NEROX® 6051) | RCF | - | 134 | 3.0 | 66 | 2.5 | 0.30 | 118 | 22 |  |  |  |  |  |  | :selected: |  |  | :selected: | :selected: | ,multi
PROPERTIES | Minimun | Maximun | Maximun,header
"Raven® 420 | 86 | 72 | 75 | 28 |  | 28 | 1.0 | 209 | 50 | paper, and powder coating applications. Blue undertone tints typical of lampblacks. ",multi
DBP OIL ABSORPTION (cc/100g) | 103±5 | GB/T 7046-2003,Oil Absorption
713/A008 | Sieve residue 45 µm Mocker | ppm | <= 150,irrelevant
PHYSICAL FORM | POWDER | BY NAKED EYES,irrelevant
Product specification,irrelevant
Test Method | ISO | DIN | ASTM,header
713/A018 following ISO 787-18 following ASTM 1514 | 713/A018 following ISO 787-18 following ASTM 1514 |  | ,irrelevant
MICRONISED SYNTHETIC GRAPHITE POWDER GRADE 2855 (ISSUE ONE - DATED 5th MAY 2021),Supply Form
pH value | pH value | ISO 787-9 | - | D 1512,pH
"Raven® 510 Ultra® | 58 | 90 | - | 38 | 38 | 38 | 0.9 | 217 | 57 | Plastic color concentrates for film, pipe, and injection molding applications ",multi
Chemical type | Graphite,irrelevant
"NL | Verpakkingengebruiksartikelen (Warenwet, 21.08.1991) | X
:selected: | X
:selected: | X
:selected:",irrelevant
Ash | 0.6 ASTM D-1506,irrelevant
Spezialschwarz 6 gep. | Special Black 6 beads | HCC |  | 116 | 18 | 2.5 |  | ,multi
"PRINTEX® L | CB | 246 | 103 | 0.8 | 120 | 9 | 0.10 | 150 | 23 |  |  |  |  |  |  | O
:unselected: | ",multi
"713/R019 | Abs. contrib. of hue dM |  | 1,0 - 11,0",irrelevant
Raven® 880 | 30 | 102 | - | 78 | 76 | 1.3 | 230 | 102 | Geomembrane and other film applications,multi
100 %,irrelevant
COLOUR BLACK FW 200 | HCG | 286 | 128 | 20 | 160 | 2.5 | 0.02 | 550 | 13,multi
MT%50 (Microns) | 22.82,irrelevant
3 | :unselected:,irrelevant
"Feinheit | min. 95 % < 30 H
min. 50 % < 10 u",irrelevant
Raven P | 22 | 113 - | 155 | 109 | 0.9 | 138 | 107 | Germany,multi
"Weight per gallon, lbs. 14.99 | MADE IN USA",irrelevant
PRINTEX® 85 | MCF | 254 | 136 | 1.2 | 54 | 9.0 | 0.10 | 200 | 16 | 5),multi
"Heat Loss, % (At Equilibrium) | 5.0 |  |  | D 1509",irrelevant
Mn | < 3 ppm,irrelevant
"Humidity | max. 0,5
%",irrelevant
pH | 7.3,pH
Physical Form - Beads or Powder,Supply Form
"Raven® 890 | 30 | 69
:selected: | 68
:selected: |  | 102
:selected: | 1.3 | 222
:selected: | 97 | NA | Coatings applications",multi
"Raven 1025 | 24 | 55 60 | 96 | 96
:selected: | 1.0 | 151 | 126 | USA",multi
TYPICAL ANALYSIS: *,irrelevant
LAMP BLACK 101 | LB | 209 | 26 | – | 135 | 8 | 0.02 | 29 | 95,multi
Raven® 12551 | 21 | 66 | 66 | 122 |  | 119 | 2.7 | 243 | 135 | Premium Offset Inks & Specialty Coatings ,multi
Blackness Value My of Powder Carbon Black Pigments |  | DIN 55979 | ,My
"Abs. Contribution of hue dM |  | PA1540 | -2,5 |  | -0,3",irrelevant
%-100 Total (150 Micron) | 80 | 100 | :unselected:,irrelevant
"37
37
1.0 | :selected:",irrelevant
713/A005 | following ISO 787-9 |  |  |  |  | ,pH
DENSITY (g/l) | 146±20 | GB/T 14853.1-2002,irrelevant
"Raven® P3 | 24 | 115
:selected: | - | 102 | 97
:selected: | 1.4 | 238 | 112 | Germany | Fiber and engineering plastics applications",multi
"Toluene Discoloration, % | 80.0 |  |  | D1618",irrelevant
Storage and Shipping Information | Storage and Shipping Information,irrelevant
SPECIAL BLACK 100 | LCF | 217 | 60 | 1.6 | 100 | 3.3 | 0.10 | 35 | 51,multi
 | ,irrelevant
"Raven 1190 Ultra | 113 | 100 | 57 | - | 125
:selected: | - | U.S.",multi
following internal method TGZ3,irrelevant
COLOUR BLACK FW 1 | HCG | 280 | 120 | 5 | 150 | 3.5 | 0.02 | 320 | 13 |  |  | :selected: |  |  |  |  | ,multi
VOLKSREP. CHINA,irrelevant
"I | Decreto Ministeriale No. 104 (21.03.1973) | X
:selected: | X
:selected: | X
:selected:",irrelevant
HIBLACK® 50L | MCF | - | 145 | 1.5 | 55 | 8.0 | 0.30 | 188 | 18 | ,multi
Printex 85 | Printex 85 | MCF | 254 | 120 | 48 | 9.5,multi
Appearance | : Black free-flowing pellets,irrelevant
"713/R043 | Rel. blackness value MYr to the basic group stand. | % | 101,0 (96,0 - 106,0)",My
%-325 Mesh (44 Micron) | 97 |  | :unselected:,irrelevant
"713/R026 713/R027 | Heating Loss (950°C) following DIN 53552 | % | 5,0 | (+)",irrelevant
PRINTEX® A | LCF | 227 | 65 | 0.7 | 121 | 9 | 0.10 | 43 | 41,multi
Substances soluble in Ethanol | ≤ 0.2 %,irrelevant
Dust contents ** | % wt. | max. 5 | max. 15 | max. 20 | ISO 13322-2 ,irrelevant
Typical Analysis | Test Methods,irrelevant
Methods are not strictly equivalent,irrelevant
PRINTEX® L | RCF | 246 | 103 | 0.8 | 120 | 9.0 | 0.10 | 150 | 23 | ,multi
Iodine absorption | 1000-1100 mg/g,irrelevant
PRINTEX® 85 | MCF | 254 | 136 | 1 | 54 | 9.5 | 0.60 | 200 | 16 |  |  |  |  | C |  |  | ,multi
%+325 | 3.92,irrelevant
Particle size (< 50 µm) | ≥ 99.5 %,irrelevant
"Sieve Residue, 325M, % |  |  | .0020 | D 1514",irrelevant
713/R027 | following DIN 53552 |  |  | ,irrelevant
713/A006 | Oil absorption yield point method | g/100 g | 280 | (+),Oil Absorption
d90 | 36 - 44um | CD035 - 41,irrelevant
"Extract Conductivity, µmhos/cm |  | 1000.00 |  | 2A-703",irrelevant
IBC |  | 950 lb,irrelevant
Product specification,irrelevant
" |  |  |  |  |  | 00 | 00 |  | :unselected: | * |  | 00 | C |  | 00 | PRINTEX® alpha, alpha-A",irrelevant
"Grit, 325 mesh* ACB** Grit, 35 mesh ACB | (max. ppm) | 450 10 | ASTM D1514",irrelevant
 |  | Klasse Type | DBP-Absorption DBP Absorption [ml/100 g] | PH-Wert pH Value | PH-Wert pH Value | Siebrückstand 0.044 mm Sieve Residue 0.044 mm [ppm],multi
EINECS NO.: | 215-609-9,irrelevant
Ash (%) | <0.5 ASTM D-1506,irrelevant
"+325 Mesh Retention, % | 0.004",irrelevant
OAN (cc/100g) | 121,Oil Absorption
BLACK PEARLS® 480 is a high structure regular color pigment black suitable for letterpress and web offset news inks.,Supply Form
Printex 140 V | Printex 140 V | RCC | 242 | 108 | 5 | 4.5 |  | ,multi
Moisture (%) | 1,irrelevant
25 kg paper |  | ,irrelevant
Description: | C.I. Pigment Black 7 (Carbon black)*,Color
Method for determining the structure | Method for determining the structure | Method for determining the structure | Method for determining the structure | Method for determining the structure,irrelevant
713/A005 | following ISO 787-9 |  |  |  | ,pH
"Heat Loss, % (As Packaged) |  | 1.00 |  | D1509",irrelevant
spez. Oberfläche | ca. 5.240 | cm2/g,irrelevant
Specific Surface Area (BET m2/gm) | 5.0,Specific surface area
Typical Properties of,irrelevant
"V | 0,001 - 0,005 | %",irrelevant
"%+200 Mesh (75 Micron) | 0.04
E4-9",irrelevant
"Raven® L / Raven® L Ultra® | 85 | 85 | 72 | 78 | 110 | - | NA / Asia | Inks, coatings and plastics applications.",multi
Iodine number (mg/g) | 45 ASTM D-1510,irrelevant
Raven® 450 | 65 | 63 | 65 | 35 |  | 34 | 1.0 | 215 | 61 |  ,multi
Ultra® indicates carbon black having high purity with exceptionally low levels of ash and residue.,irrelevant
"Sieve residue 45 µm, DIN (ppm) | ppm | ISO 787_18 |  |  | 75",irrelevant
"Pipe, film, and fiber",irrelevant
Density at 23 °C (kg/m3 ) | 128 ASTM D-1513,irrelevant
Raven 1010 | 95 | 91 | - | 58 | 126 | - | Korea,multi
"Average Particle Size, µ | 0.05",irrelevant
 |  |  | % | % | ml/100 g | :unselected: | % | m² / g | nm |  | :unselected: | :unselected: | :unselected: | :unselected: |  |  |  |  | :unselected: | :unselected: | :unselected:,multi
Ash Content Following ASTM D 1506 | 0.02 % | 0.5 %,irrelevant
"Other Constituents – Sulfur, Ash, Residue, etc. Physical Form – Beads or Powder",Supply Form
"Grit (325 sieve), wt% | ASTM D1514-01 | <0.03 | <0.01 | <0.05 | <0.03",irrelevant
Rüttelgewicht | ca. 300 | g/l,irrelevant
"©2002 Cabot Corporation - All rights reserved worldwide. BLACK PEARLS®, CSX®, ELFTEX®, MOGUL®, MONARCH®, REGAL® and VULCAN® are trademarks of Cabot Corporation.",Supply Form
HIBLACK® 160 | LCF | – | 60 | 1.5 | 85 | 8.0 | 0.20 | 35 | 55 |  |  | :selected: |  |  |  |  | ,multi
True Density g/ml | 2.22,irrelevant
MOIS | E4-7,irrelevant
• PRINTEX® F alpha BEADS,Supply Form
"Raven 1060 Ultra1 | 66 | 65 | 50
:selected: | 50 | 102 | 1.6
:selected: | U.S.",multi
AVERAGE ORIGINAL PARTICAL SIZE (nm) | 16±2,irrelevant
RES-325 | ppm | D-1514 | 0 | 100,irrelevant
Spezialschwarz 4 gep. | Special Black 4 beads | RCC |  | 100 | 14 | 3.5 |  | ,multi
Raven® L Ultra® | 30 | 72 | - | 85 |  | 85 | 1.0 | 231 | 110 | Plastic and ink applications ,multi
 | International Organization for Standardization | German Institute for Standardization | American Society for Testing and Materials,irrelevant
"Surface Area, BET |  | 45.5",Specific surface area
Dioctyladipate | 5,irrelevant
9 | < 250 | 0.1 | 0.9 | - | 550 | - | -,multi
"713/R019 | Abs. contrib. of hue dM |  | 1,0 - 11,0",irrelevant
"Carbon C ontent, % | 9 7.0",irrelevant
"Conductex® 7055 Ultra® | 42 | 55
:selected: | 50
:selected: | 170 |  | 1.0 | 220 | 61 | NA | ",multi
Effective date | 08-01-2008,irrelevant
713/R028 | following DIN 53553 |  |  | ,irrelevant
• | PRINTEX® F 80 BEADS/POWDER,Supply Form
COLOUR BLACK FW 1711) | HCF | 295 | 137 | 2 | 108 | 8.0 | 0.30 | 650 | 11 |  | :selected: | :unselected: | :selected: | :selected: |  | :unselected: | :unselected: |  |  | :selected: | :selected:,multi
%+200 Mesh (75 Micron) | %+200 Mesh (75 Micron) | 0.04 | SULF | E4-9,irrelevant
Property | Value | ASTM Method,header
713/A008 | Sieve residue 45 um Mocker | ppm | <= 100,irrelevant
COLOUR BLACK FW 2851) | HCG | 291 | 140 | 5 | 155 | 3.5 | 0.02 | 350 | 11 |  | :selected: | :unselected: |  | :selected: |  | :unselected: |  |  |  | :selected: | ,multi
AVERAGE ORIGINAL PARTICAL SIZE (nm) | 16±2 | *,irrelevant
Ash Content | ISO 1125 |  | D 1506,irrelevant
"Raven® 860 Ultra® | 39 | 48 | 50
:selected: | 48 | 48 | 0.7 | 220 | 91 | USA | Offset inks - strong blue tone, high loading, ink concentrates",multi
"Copeblack® 890 | 18 | 113 | - | 139 | 119 | 1.4 | 245 | 123 | UV protection, plastic color concentrates for film and injection molding,",multi
"Raven@ 430 Ultra@ | 82 | 31 | 31
:selected: | 75
:selected: | 78
:selected: | 1.0
:selected: | 216
:selected: | 58
:selected: | NA | ",multi
Copeblack® 49 | 39 | 38 | 121 | - | 57 | - | SA | Plastic color concentrates for film and injection molding applications.,multi
 | % % ml / 100 g % m²/g nm | % % ml / 100 g % m²/g nm | % % ml / 100 g % m²/g nm | % % ml / 100 g % m²/g nm | % % ml / 100 g % m²/g nm | % % ml / 100 g % m²/g nm | % % ml / 100 g % m²/g nm | % % ml / 100 g % m²/g nm | % % ml / 100 g % m²/g nm,multi
Emperor S90F pigment black is applicable in solvents and powder coatings requiring high jetness such as those for automotive applications. Its small particles provide excellent jetness and UV absorption for good exterior durability.,Supply Form
Toluene | 5,irrelevant
MXC-TINT STRENGTH (%) | 126 | 121~133,irrelevant
Colorimetric properties | Colorimetric properties | Colorimetric properties | Colorimetric properties | Colorimetric properties,irrelevant
Physico-Chemical Properties,irrelevant
following ISO 787-9,pH
Al | 0.15%,irrelevant
"Raven 1020 | 24 | 58 60 | 95 | 90
:selected: | 1.5 | 151 | 121 | USA",multi
Method for determining Impurities | Method for determining Impurities | Method for determining Impurities | Method for determining Impurities | Method for determining Impurities,irrelevant
"*
:selected: | :unselected: | *
:selected: | *
:selected: | :unselected: | *
:selected: | *
:selected: | *
:selected: |  |  | :unselected: | *
:selected: | :unselected: | :selected: |  |  | PRINTEX® L6",irrelevant
"Loss on Heating | %
max. 0,80",irrelevant
"Raven H2O1,2 | 55 | - 111 | 45 | 45 | 2.2 | 90 | 66 | USA",multi
"PRINTEX® alpha, alpha-A | RCF | 240 | 103 | 0.5 | 100 | 8.7 | VII 0.10 | 105 | 20 | 2) 4) 5) 6)",multi
Moisture* (as packaged) (Bulk) (Small Bags) | (max. %) | 1.0 2.0 | ASTM D1509,irrelevant
"Flüchtige Anteile bei 950 °C Volatile Matter at 950 °C | % | % | 5 | 20 | 16,5 | 5 | 5 | 18",irrelevant
Raven 1300 Ultra | 115 | 105 | 95 | - | 128 | - | U.S.,multi
"713/R103 | Absolute contribution of hue dG |  | 6,2 - 9,2",irrelevant
"OAN, cc/100g | 72 | 67 | 77 | D 2414",Oil Absorption
Raven 790 Ultra | 64 | 64 | - | 105 | 95 | - | U.S.,multi
Volatile matter at 950°C | Volatile matter at 950°C | – | DIN 53552 | –,irrelevant
"713/R019 | Abs. contrib. of hue dM |  | -3,3 - 2,7",irrelevant
Appar. Density after Tamping | g/l | ---,irrelevant
PRINTEX® 95 2) | HCF | 258 | 136 | 1 | 52 | 9.5 | 0.80 | 250 | 15,multi
"BIRLA CARBON | NSA
Surface | STSA
Surface
Area
m2/g | OAN
Oil Absorption | OAN
Oil Absorption | OAN
Oil Absorption | OAN
Oil Absorption | OAN
Oil Absorption | OAN
Oil Absorption ",multi_header
713/A018 | following ISO 787-18 following ASTM 1514 | following ISO 787-18 following ASTM 1514 | ,irrelevant
Ash Content | following ASTM D 1506 | % | 0.02,irrelevant
Ash Content | following ASTM D 1506 | % | 0.2,irrelevant
(U.S. Standard Test Sieves),irrelevant
nan | 77265 Pigment Black 10 | 77265 Pigment Black 10 | ,Color
"Sieve residue | 45 µm, DIN
ISO 787_18",irrelevant
50 | :selected:,irrelevant
VOLATILE CONTENT (%) | 1.3±0.2 | GB/T 7047,irrelevant
9.5 | < 200 | < 0.1 | 1.2 | - | 500 | - | -,multi
713/A018 | following ISO 787-18 following ASTM 1514 |  | ,irrelevant
Test Code | Units | Test Reference | Low | High,header
粒度(Particle Size): -325目（-45um）≥80%,irrelevant
Reven@ 12551 | 21 | 122 | 119 | 66 | 66 | 2.7 | 243 | 135 | NA | Premhan Offeet Inka & Specialty Coatings,multi
Stability in Air: | Completely Stable,irrelevant
PRINTEX® U | RCG | 246 | 112 | 5 | 115 | 4.5 | 0.02 | 92 | 25 |  |  |  | :selected: |  | :selected: |  |  |  | :selected: | :selected: | ,multi
25.1615.0020.00 | E 597/1 | PRINTEX V powder,Supply Form
"Sulfur, % Total |  |  | 0.20 | D 1619",irrelevant
TINT STRENGTH VS IRB#3 (%) | ≥136 | GB/T 7050-2003,irrelevant
MTMV (Microns) | 22.22,irrelevant
"Weight per gallon, lbs. 14.99",irrelevant
• PRINTEX® F P BEADS,Supply Form
pH | 9.0,pH
100 | :unselected:,irrelevant
"Sulphur Content | % (mass) | max. 0,6",irrelevant
Mg | < 5 ppm | 30 ppm,irrelevant
713/A005 following ISO 787-9 | 713/A005 following ISO 787-9 |  | ,pH
Relative tint strength IRB 3 =,irrelevant
Raven® L | 30 | 72 | - | 80 | 80 | 79 | 0.7 | 232 | 112 | Plastic and ink applications ,multi
"Residue on sieve 0.045
mm | ppm hm. | max. 50 | max. 500 | max. 500 | ASTM D 1514-90 ",irrelevant
"Conductex® 7051 Ultra® | 56 | 121 | - | 43
:selected: | 42 | 1.0 | 218 | 55 | Canada | Wire & Cable - strippable insulation shield",multi
Printex XE 2,irrelevant
Carbon content | Minimum 99.5% | CD035 - 42,irrelevant
LAMP BLACK 101 Beads | 25 kg | 1000 kg | 850 kg / 2.4 m3,Supply Form
"Raven® 22 | 83 | - | 113 | 28
:selected: | 27
:selected: | 0.8 | 213
:selected: | 44
:selected: | USA | ",multi
713/R025 | Degussa Method PA 1540 |  | ,irrelevant
"extremely jet, blue undertone automotive topcoat applications. Specialty blacks primarily used for tint- ing have low surface areas and broad particle size distributions. Products with these properties provide good economics coupled with a desired blue tone and best resistance to flooding and flocculation. Raven 14 Powder, an easily dispersed post-treated carbon black, is the industry standard for blue under- tone and tinting in paints and coatings.",Supply Form
Average primary particle size,irrelevant
"resistance | Electrical
Ohm/cm
max. 80",irrelevant
"%+325 Mesh (44 Micron) | 0.35
TD
E5-3
E4-3",irrelevant
Ravon® 5000 Ultra@ !!! |  | 583 | 350 | 95 | 95 | 10.5 | 300 | 135 | NA | Ravens 5000 Ultras Il provides added benefit of wery high purity,multi
Vanadium | ppm | max. 6000 *,irrelevant
"Feuchtigkeit | max. 0,5
%",irrelevant
"%+100 Mesh (150 Micron) | 0
E2-2",irrelevant
DBP OIL ABSORPTION (cc/100g) | 97±5 | GB/T 7046-2003,Oil Absorption
 | ASTM INT | #3,irrelevant
Test Method | ISO | DIN | ASTM,header
21.86 Lbs. Weight per Solld Gallon,irrelevant
pH VALUE | 2.4±1 | GB/T 7045-2003,pH
"Abs. Contribution of hue dG |  | PA 1560 | 10,0 |  | 12,0",irrelevant
Oil absorption number,Oil Absorption
"PRINTEX® XE2 B 2) | ECB | 261 | – | – | 420 | 7.8 | 1.6 | 1000 | 30 |  |  |  |  |  |  | O
:unselected: | ",multi
Methods are not strictly equivalent,irrelevant
COLOUR BLACK FW 200 | HCG | 286 | 128 | 20 | 160 | 2.5 | 0.02 | 550 | 13 |  |  | :selected: |  |  |  |  | ,multi
"XPB 545 | CB | 280 | 139 | 1.5 | 175 | 9 | 0.07 | 375 | 12 |  |  |  |  |  |  | O
:unselected: | ",multi
Printex 150 T | Printex 150 T | RCC | 248 |  | 10 | 4 |  | ,multi
Rev. 02/08/2010,irrelevant
Premium offset ink and specialty coatings,irrelevant
10 | < 250 | < 0.1 | 0.5 | 0.1 | 450 | 20 | 120,multi
Raven® 11801 | 110 | 97 | - | 60 | 128 | 2.7 | NA | Premium offset inks & specialty coatings. ,multi
Printex 25 | Printex 25 | LCF | 230 | 95 | 45 | ,multi
Raven UV Ultra | 20 | 114 - | 124 | 112 | 1.0 | 142 | 118 | Canada,multi
Raven® 5000 Ultra® III1 | 583 | 350 | 95 | 95 | 135 | 10.5 | NA | Raven® 5000 Ultra® III provides added benefit of very high purity. ,multi
"713/R026 | Heating Loss (950°C) | % | 0,5 - 3,0",irrelevant
"713/R042 pH value | 713/R042 pH value |  | 4,5 (3,0 - 6,0)",pH
CARB | E4-1,irrelevant
"Raven@ P5 | 25 | 100 | 100
:selected: | . | 115 | 0.7 | 242 | 115 | NA | Sealant, pipo, film & fiber applications",multi
"5' Fines Content, % (Bag) |  | 12.0 |  | D1508",irrelevant
Typical Properties of Specialty Carbon Blacks,irrelevant
CAS No 1333-86,irrelevant
Colour Index: | Pigment Black 7,Color
HIBLACK® 600L | MCF | - | 148 | 1.5 | 72 | 8.0 | 0.60 | 235 | 16 | ,multi
physical form | low-dusting granules,Supply Form
OAN (cc/100g) | 119 ASTM D-2414,Oil Absorption
HIBLACK® 890 | HCF | - | 150 | 2 | 95 | 8.0 | 0.20 | 270 | 15 | ,multi
"Nicl | ppm
max. 3000 *",irrelevant
OAN (cc/100g) | 121 | ASTM D-2414,Oil Absorption
"Conductex@ 7051 Ultra@ | 56 | 43 | 42
:selected: | 121 | :selected: | 1.0 | 21 8
:selected: | 55
:selected: | NA | Wire & Cable - strippable Insulation shield",multi
"Toulene Discoloration Transmission,% | 80%",irrelevant
"Ash Content in Carbon Black, % |  | 0.50 |  | D1506",irrelevant
"Copeblack® 890 | 18 | 113
:selected: | - | 139 | 119
:selected: | 1.4 | 245 | 123 | Brazil | UV protection, plastic color concentrates for film and injection molding,",multi
PRINTEX® 200 1) 4) | LCF | 230 | 89 | 0.6 | 45 | 9 | 0.15 | 48 | 47 |  |  |  |  |  | O |  | ,multi
Oil Absorption Number (OAN) | ISO 4656 | – | D 2414,Oil Absorption
High jetness plastics; industrial and powder coatings; inkjet ink,irrelevant
Analytical Test Methods,irrelevant
Inorganic Materials IM-CB-PI-AT (913-302) www.evonik.com/carbon-black-pigments,Chemical Nature
Printex 95 gep. | Printex 95 beads | HCF | - | 118 | 52 | 9.5,multi
AVERAGE ORIGINAL PARTICAL SIZE (nm) | 16±2 | *,irrelevant
"©2002 Cabot Corporation - All rights reserved worldwide. BLACK PEARLS®, CSX®, ELFTEX®, MOGUL®, MONARCH®, REGAL® and VULCAN® are trademarks of Cabot Corporation.",Supply Form
"Sieve Residue, 35M, % |  |  | .0005 | D 1514",irrelevant
PRINTEX® 300 | RCF | 242 | 113 | 0.8 | 68 | 9.5 | 0.2 | 80 | 27,multi
713/R028 | following DIN 53553 |  |  | ,irrelevant
Conductex 7090 | 43 | 42 | 121 | - | 55 | - | China,multi
"Flammruß 101 naßgep. | Lamp Black 101 wet pelletized | - | 27 | 107 | 8,5",multi
Raven® L,irrelevant
SPECIAL BLACK 100 | LCF | 217 | 60 | 1.6 | 100 | 3.3 | 0.10 | 35 | 51,multi
____________________________________________________________________ Properties and Test Methods | ____________________________________________________________________ Properties and Test Methods | Units | Target Values (Spec. Limits),header
"Raven 520 / Raven 520 Ultra | 40 | 39 | 121
:selected: | - | 58 | - | U.S.
:unselected:",multi
 |  |  | Weitere technische Daten/Further technical data | Weitere technische Daten/Further technical data | Weitere technische Daten/Further technical data | Weitere technische Daten/Further technical data,multi
Methods for determining the Structure |  | ,irrelevant
"713/R008 | DBP Absorption | ml/100 g | 90,0 (83,0 - 97,0)",Oil Absorption
