text,label
volatile content | 33 - 37 | % | 3C.0012.0,irrelevant
1) laser granulometry (Sympatec Helos) | ,stray
Non-Volatile By Weight (Target) | 75% by weight,irrelevant
Non-volatile content | % | 60,irrelevant
volatile content | 38 - 42 | % | TI 0004,irrelevant
Product name | Chemical Type | C. I. Pigment | CAS No. | C. I. No.,header
Pigment morphology: Silverdollar,Particle Shape
"8)
LEAFING VALUE
: | 70,00 % Mini/g (ISO)",Aluminium Type
平均粒径(Ave. Particle size)：ｄ５０(μ m） | ２０,Particle size
Specific gravity | 1.2,irrelevant
Product Name | Non-Leafing type Aluminium Paste,Aluminium Type
"Blue blend Q671 K/S | 2,50 | ± 2,50 |  | MH03",irrelevant
wt% | 1,irrelevant
 |  | ,irrelevant
Chemical Nature,irrelevant
Volatile %w/w | 150# Mineral spirit=33-37%w/w,irrelevant
Oleic Acid | <2,irrelevant
Solvent | Mixture of mineral spirits and high aromatic [MS/HA],irrelevant
Silver Dollar,Particle Shape
Type | Non-leafing,Aluminium Type
Solvent: | Mixture of mineral spirits and high aromatic,irrelevant
• Pigment morphology: Cornflake,Particle Shape
Article number: | 53487..,irrelevant
"4 | Arsenic | < 0,0001 * | % | TI0211",irrelevant
Titanium Dioxide(TiO2) | 25-28 | 77891 | 13463-67-7 | 2366755,irrelevant
"TI00009 D 90 | 51,0 - 59,0 | µm",Particle size
"Blue blend Q671 DHab | 0,00 | ± 2,00 |  | MH03",irrelevant
Composition/information on ingredients,irrelevant
"Particle size(*)（D50 μm)
:unselected: | 11",Particle size
"passing 45 µm | 99,5 - 100 | %",Particle size
 | Arsenic (As) |  |  |  |  | 0.005 % max. | USEPA 3052,irrelevant
Non-leafing aluminium paste for solvent-borne systems,Aluminium Type
Grade | 400 mesh grade,Particle size
 | approx. 80 %,irrelevant
"5 | Selenium | < 0,0001 * | % | TI0211",irrelevant
product description | Aluminium pigment paste - non leafing,Aluminium Type
"Specific gravity
by calculation) | 1.6",irrelevant
D50 | app. 29* | µm | 3C.7003.0,Particle size
"Product description: | Pigmentpaste of flaky aluminiumpowder produced of pure
aluminium min. 99,5 % EN 576, with an inorganic coating",irrelevant
"TI00489 D 50 | 33,0 - 39,0 | µm",Particle size
ALPATE - NON LEAFING,Aluminium Type
D50 Value: | 25+1um,Particle size
"D50 Sympatec |  | µm | 8,00 - 12,00",Particle size
silver dollar,Particle Shape
20 |  |  |  | ,irrelevant
Pigment morphology: VMP,Particle Shape
total shelf life in month: 36,irrelevant
"TI00489 D 10 | 5,0 - 9,0 | µm",Particle size
APPARENT DENSITY * | SG-04-MA-075 | 1.15 MAX KG/LT,irrelevant
material-no. | 057303G60,irrelevant
Non-volatile composition | Aluminium flake and fatty acids |  | ,irrelevant
TI00270 wire rod draw down | pass | ,irrelevant
Physical form | Paste,irrelevant
Pigment morphology: Silver dollar,Particle Shape
Specific gravity (by calculation) | 1.5,irrelevant
"bulk density | 0,6 - 0,9 | kg/l | 6C.3103.0",irrelevant
* | %,irrelevant
insp. characteristic | specification | unit,header
Non-Volatile: | 35.3% by volume,irrelevant
"Residue on sieve 45 µm | LHB/PA/501 | % | max. 0,50",Particle size
Volatile content (solvent) | 33 ~ 36% | 33 ~ 36% |  | ,irrelevant
"Non Volatile | 64-67.0%
Minimum)",irrelevant
"1. Appearance: | Lustrous Reddish, Free-flowing Powder | Lustrous Reddish, Free-flowing Powder | Lustrous Reddish, Free-flowing Powder | Lustrous Reddish, Free-flowing Powder | Lustrous Reddish, Free-flowing Powder |  | ",irrelevant
Non-leafing aluminium powder,Aluminium Type
" | Solvent | white spirit, xylene or naphtha solvent ( on demand) | white spirit, xylene or naphtha solvent ( on demand) | white spirit, xylene or naphtha solvent ( on demand) | white spirit, xylene or naphtha solvent ( on demand) | white spirit, xylene or naphtha solvent ( on demand) | white spirit, xylene or naphtha solvent ( on demand) | white spirit, xylene or naphtha solvent ( on demand)",irrelevant
product denomination,irrelevant
Test method: | Laser granulometry,stray
"SilBerCote® PC 6222X is an inorganically surface treated, medium particle size, high purity, cornflake type aluminum pigment. This grade is supplied as a dry powder to offer greater application versatility. To reduce environmental contamination and the explosion risk of dry aluminum flakes, it is packaged in bags permeable to air but not the metal. SilBerCote® PC 6222X provides a bright face color and dark flop with hiding power. Silbercote PC 6222X is suitable for use in printing inks, automotive and powder coatings applications. -Non-leafing aluminum flake pigment -Dry powder form",multi
"material description | Lamellar Non-leafing aluminum pigment powder, encapsulated by
Sol-Gel Process, for powder coatings.",Aluminium Type
"Full shade DL | 0,00 | ± 5,00 |  | MH03",irrelevant
Particle Size-Microns (Target) | 21,Particle size
• | Pigment morphology: Cornflake,Particle Shape
"D 90
:unselected: | 50 - 58 | µm | TI 0009",Particle size
"Full shade DCab | 0,00 | ± 2,00 |  | MH03",irrelevant
Non-Volatile Content (±2%) | 72 | ISO1247-1974(E) ,irrelevant
"+100 Mesh, % | 0",Particle size
Physical Properties:,irrelevant
D50 | 9~11μm,Particle size
L-Value(Whiteness)：（％） | ８０,irrelevant
Non-Volatile: | 70% by weight,irrelevant
TECHNICAL DATA | TECHNICAL DATA,irrelevant
D10 [µm] | 1.75 ± 0.75 | 1.75 ± 0.75,Particle size
"3 | Mercury | < 0,0001 * | % | TI0211",irrelevant
Surface treatment: Silica,Pigment Treatment
"TI00005 sieving < 40 µm | 99,9 - 100,0 | %",Particle size
"TI00009 D 10 | 2,0 - 6,0 | µm",Particle size
Product description: | Aluminium pigment paste - non leafing,Aluminium Type
Draft | Approval | Release,irrelevant
Particle Size-Microns (Target) | 45,Particle size
Pigment shape: Flake,Particle Shape
General name of product | ALUMINIUM PASTE,irrelevant
Silver Star™ 012 is a fine particle size high quality silver dollar pigment. It offers a bright face with a dark flop and smooth patina. This product is recommended for use in high quality automotive finishes and on automotive component parts where good hiding and improved chromatic pigment development are required. - Regular Purity,Particle Shape
bulk density,Density
Specif ic Grav ity | 1.47,irrelevant
"Screen analysis @ 45 µm | 0,10 Max | % | TE MA n°15",Particle size
"Screen Analysis (325 mesh), % by weight: | 0.1 Maximum",Particle size
Screen Analysis (wet method) | 99.90% minimum through 325 mesh | ATTN: K. Sapamit,Particle size
"Aluminium flake | 51,00 App. | % | ",irrelevant
3) SHELF LIFE STABILITY : | 12 Months,irrelevant
Medium aliphatic solvent/Light aromatic solvent | Medium aliphatic solvent/Light aromatic solvent,irrelevant
volatile content | 89 - 91 | % | TI 0158,irrelevant
Particle size distribution acc to Cilas |  |  | ,Particle size
"Solid content 1h 125 C | 28,5 | ± 1,5 | % | ISO 3251",irrelevant
Screen Analysis (Max Retained) | 0.1%,Particle size
Solvent: | White spirit / solvent naphta,irrelevant
material description | Aluminium pigment paste - non leafing,Aluminium Type
Metal content: | Approx. 80 %,irrelevant
OIL ABSORPTION: | 40 - 50 g/100 g,irrelevant
"metal pigment | 10 (NVM 9,95 - 10,15) | %",irrelevant
* Non-leafing aluminium flake pigment,multi
Solvent: | White spirit / Aromatics,irrelevant
"Solvent: | Mixture of mineral spirits and high aromatic
[MS/HA]",irrelevant
IV Value(Brightness) | ３４０,irrelevant
Product denomination: | Shinedecor 9212-BG,irrelevant
Product characteristics | Test Method | Unit | Value,header
Residue on sieve 45 μm: | max. 1 % | ,Particle size
"Mean particle diameter: | d50
10-11 um",Particle size
Appearance | Dry powder,irrelevant
TI00289 aqueous paint spray-out | pass | ,irrelevant
"The products are composed of lamellar, non-leafing aluminum flakes dispersed in a variety of solvents and have dramatically enhanced covering power – pigment loading should be decreased by a factor five to ten times compared to conventional aluminum pigments.",multi
Product name | Product name | 2172EA,irrelevant
Received 9 Apirl 2009 RMFI SH Update,irrelevant
insp. characteristic | specification | unit,header
powder coating application | OK |  | 3C.0042.0,irrelevant
Non-volatile content (%) | 72 ± 2,irrelevant
Product description: | Aluminium pigment paste-non leafing,Aluminium Type
Mean Particle Size [microns]: | 29,Particle size
D 50 | 15 - 19 | µm | 3C.7006.0,Particle size
Non-leafing aluminium paste for solvent-borne systems,Aluminium Type
wet sieving (DIN 53196) |  |  | ,Particle size
For solvent systems,irrelevant
Shelf Life（Months） | 12,irrelevant
325Mesh sieve residue： | ＜1.0,Particle size
"1 | Lead | < 0,002 | % | TI0091",irrelevant
"4) NON-VOLATILE
: | 69,00 % Mini",irrelevant
material description | Aluminium pigment paste - non leafing,Aluminium Type
Mean particle diameter: | Approx. 14 μm | Laser granulometry (SympatecHelos),Particle size
"TI00009 D 50 | 33,0 - 39,0 | µm",Particle size
Article number: | 55503..,irrelevant
"TI00288 D 50 | 5,0 - 9,0 | µm",Particle size
TECHNICAL DATA,irrelevant
Min Through 325 Mesh(%)……………………………..99.9,Particle size
Non volatile composition |  |  | ,irrelevant
Aluminium pigments based on H-Al min. 99.5% acc. EN 576,irrelevant
Specific Gravity: | 1.58,irrelevant
"specific gravity | app. 1,5 * | kg/l | TI 0068",irrelevant
D 90 | 31 +/- 3 | um | 3C.7006.0,Particle size
Non-Volatile By Weight (Target) | 65% by weight,irrelevant
solvent | MS/HA,irrelevant
SPECIFIED CHARACTERISTICS,irrelevant
particle size distribution acc. to Cilas |  | ,Particle size
Oleic Acid | ≤2.0,irrelevant
Specific Gravity: | 1.47,irrelevant
"Specific gravity (by calculation) | 64.0 ~ 66.0 99.9 (45 g/ m) 1.5 20 16,000",irrelevant
Aluminium flake . | 64 - 67,irrelevant
"CAUTION: The use of high speed mixing equipment, such as Cowles dispersers, may distort the aluminum flake, resulting in poor appearance.",Substrate
Residue on sieve +150μm | % | Less than ≦0.1,Particle size
"Product description: Aluminium powder, flake, stabilized, coated",Supply Form
PRODUCT: A4355,irrelevant
"TI00288 D 50 | 7,0 - 12,0 | µm",Particle size
Physical Properties Physical Forms：powder Bulk Density：0.3 g/cm3 Non VOC（%）：99-100,Supply Form
wt% | 70,irrelevant
total shelf life in month: | 24,irrelevant
"TI00000 D90 | <= 21,00 | µm",Particle size
Technical features | Typical analysis | Test method:,header
Chemical and Physical Properties,irrelevant
"TI00004 pigment content / non volatile | 18,0 - 22,0 | %",Pigment Content
"D 10
:unselected: | app. 5 * | µm | 3C.7003.0",Particle size
2-coat lacquer | OK |  | 3C.0001.0,irrelevant
insp. characteristic | specification | unit,header
"Standard Leafing | White Spirits | 65 | 2.0 max | 4 | 65 | 1.0-1.7 | 0.15 | 1.47 | Type 2 Class p | Smooth bright and durable finish. Use for paint and mastics, etc. | 12 months from date of manufacture",multi
Non-Volatile: | 35.3% by volume,irrelevant
"Medium particle size, high sparkle and flop",Particle size
"9 | Nickel | < 0,008 * | % | ICP analysis of aluminum | TI00091",irrelevant
Corn flake,Particle Shape
Iron Oxides( Fe2O3) | 3-5 | 77491 | 77491 | 1309-37-1 | 2151682,irrelevant
"Average particle size | 19,00 | µm | TE MA n°223 Malvern Mastersizer",Particle size
pH VALUE: | 5 - 8,irrelevant
• Maximum retention in # 325 Mesh | 1.0%,Particle size
Carrier | PE Wax,irrelevant
Chemical and Physical Properties,irrelevant
Particle Size Distrib. - Cilas 1064 |  | ,Particle size
Pigment morphology: Silver dollar,Particle Shape
• | Non-Leafing,Aluminium Type
固形分(Non-Volatile content)：（％） | ５０,irrelevant
Description | Value | Tolerance | Units | Method,header
Resin free,Pigment Treatment
Solvent: | White spirit / Aromatics | ,irrelevant
Product denomination: | STANDART Bronze Powder PC Resist AT Rich Gold,irrelevant
"aluminium min. 99,5 % EN 576, with an inorganic coating",irrelevant
aqueous paint spray-out | OK |  | TI 0033,irrelevant
Product Description: | Metallic Sparkling Type-non leafing,Aluminium Type
D 50 | 7 - 9 | µm | TI 0288,Particle size
Technical features | Typical analysis | Test method:,header
2-coat lacquer | OK |  | 3C.0001.0,irrelevant
"D10 | ~ 13 µm
:unselected:",Particle size
Max Moisture Content(%)……………………………0.15,irrelevant
"Screen Analysis (325 mesh), % by weight: | 0.1Maximum",Particle size
Solv ent | Mixture of mineral spirits and high aromatic [MS/HA],irrelevant
T/GT Colors* | T-series | GT-series,irrelevant
Non-Volatile: | 41.7% by volume,irrelevant
Particle Size (microns): | 15,Particle size
particle size distribution acc. to Sympatec |  |  | ,Particle size
Typical Analysis:,irrelevant
"The ingredients of the paint (resins, additives, fillers etc.) could influence the performance of the final application. Please note the separate technical advice – TI 031 (Powdal non-leafing).",Aluminium Type
"Hiding power("") (cm2/g) | 16,000",irrelevant
Effect pigment dispersion based on highly brilliant,irrelevant
NON-LEAFING TECHNICAL DATA,Aluminium Type
total shelf life in month: | 36,irrelevant
test criteria | nominal | unit | test method,header
Mean Particle Size [microns]: | 16,Particle size
Specific Gravity..........................1.4 – 1.6 g/cm³,irrelevant
Non-Volatile By Volume (Calculated) | 50.6% by v olume,irrelevant
Mean particle diameter: | ca. 29 μm | Laser granulometry (Sympatec Helos),Particle size
t.ii(Specific gravity) | 1.7,irrelevant
Product name | Product name | FM6000EA,irrelevant
Residue on sieve | Less than 0.2%,Particle size
Chemical and Physical Properties,irrelevant
Solvent: | White spirit / Aromatics,irrelevant
Chemical and Physical Properties,irrelevant
BSS Mesh | 38 microns,Particle size
Surface treatment: | silica encapsulation,irrelevant
Average Particle Size (Microns via Microtrac) | 12,Particle size
Weight Volume (Ibs/gallon) | 12.35,irrelevant
Aromatic Spirits | 22.0%,irrelevant
Aluminum | wt% | 50,Pigment Content
D50-value(µm)--------------------8±1µm Screen Analysis-----------------------≥99.90% | minimum through 325 mesh,Particle size
"Non leafing, silver dollar",multi
Non volatile content: | 100%,irrelevant
"Moisture content,
% by weight: | 0.15 Maximum",irrelevant
"D 10
:unselected: | app. 3 * | µm | 3C.7003.0",Particle size
Non-Volatile Content | .................10% by weight,irrelevant
D 10 | 3 - 5 | µm | 3C.7006.0,Particle size
"Date | 63-337
Mar. / 2016",irrelevant
Product Code: 18C,irrelevant
"TI00288 D 10 | 11,0 - 15,0 | µm",Particle size
"Specific gravity | 1,50 | g/cm3 | By calculation",irrelevant
"Product description: | Flake oxidation resistant metal powder based on a
copper-zinc-alloy (ca. 70 % Cu, 30 % Zn)",irrelevant
"material description | Aluminium pigment paste - non leafing
Additives",Aluminium Type
Moisture content (maximum) | Moisture content (maximum) | 0.15%,irrelevant
Product denomination: | STANDART Aluminium Powder PC 150,irrelevant
• | Pigment morphology: VMP,Particle Shape
material denomination | STAPA 88 n.l. Aluminium Paste,irrelevant
Mean Particle Size [microns]: | 37,Particle size
溶剂 | 三甲苯(S100),irrelevant
Solid content: | approx. 10 % | ,irrelevant
"18 microns 14,000 cm /g minimum 2 0.15% maximum Metallic pails with 25 kg",Particle size
"Residue on sieve 45 µm: | max. 0,1 % | Following DIN 53196",Particle size
HEAT STABILITY: | Stable in all polymers under normal processing conditions,irrelevant
TI00036 powder coating application | pass | ,irrelevant
PRODUCT SPECIFICATION,irrelevant
D 50 | 30 - 40 | um | 3C.7006.1,Particle size
"Non volatile content | 54,00 Min 56,00 Max | % | TE MA n°194",irrelevant
"TI00009 D 50 | 17,0 - 23,0 | µm",Particle size
"7 | Chromium (VI) | < 0,00005 * | % | TI0017",irrelevant
Aluminium flake | 68～71,irrelevant
D 50 | app. 16 * | µm | TI 0009,Particle size
* Medium particle size “Silver Dollar” type,Particle Shape
"TI00004 pigment content / non volatile | 63,0 - 67,0 | %",Pigment Content
Film condition | No significant difference from std | ,irrelevant
Grade | 325 mesh grade,Particle size
Particle Size-Microns (Target) | 12,Particle size
non volatile content | 58 - 62 | % | TI 0004,irrelevant
"Screen Analysis (325 mesh), % by weight: | 0.1 Maximum",Particle size
Delivery conditions,irrelevant
"passing 45 µm | 99,5 - 100 | %",Particle size
"Specific gravity | 1,30 | g/cm3 | By calculation",irrelevant
Technical Data:,irrelevant
Solid content: | Approx. 70 %,Particle size
Non-volatile by weight (%) | 70+2,irrelevant
"D 90
:unselected: | app. 14 * | µm | 3C.7003.0",Particle size
"Product description: | Aluminium powder, flake, non leafing, silica coated",irrelevant
"The paste should be pre-soaked in a solvent at a paste:solvent ratio of between 1:1 to 3:1. Pre-soaking generally takes from one to eight hours. Finer grades typically take longer than coarser grades. Use low shear, slow speed mixing to achieve a smooth consistency free of agglomerates. High shear dispersion techniques should be avoided, as they will distort the aluminum flakes.",Substrate
Fineness :,Particle size
POWDAL 1700 Aluminium Powder,Supply Form
Average particle size(μm) | 28,Particle size
Specific gravity: | 1.44kg/l,irrelevant
IV Value(Brightness) | ２９０,irrelevant
TECHNICAL DATA,irrelevant
"TI00004 pigment content / non volatile | 68,0 - 72,0 | %",Pigment Content
aqueous paint spray-out | OK |  | 3C.0023.0,irrelevant
PrismaVario® BG-H52004 | PRVS2,irrelevant
Mean particle diameter: | approx. 15 μm | Laser granulometry (SympatecHelos),Particle size
test criteria | nominal | unit | test method,header
Product name: Ciba® METASHEEN® 71-0010,irrelevant
Particle Size [microns]: | 12,Particle size
Water Content: 0.1%,irrelevant
• | Average Particles Size- (D50 - Malvern) | 18 microns,Particle size
"Being organic in nature, the pigments are, in most cases, easily wet out and dispersed in solvent-based vehicles or liquid resins by intensive stirring (Cowles Dissolver). Formulations produced by such means give Hegman Gauge readings of 4.5 to 5.0 for application by spray, brush and roll, or knife coating. If finer particle sizes are required, T/GT pigments can be wet ground in suitable formulations by wet milling.",Chemical Nature
"TEWI 29 | APPARENT DENSITY | 0.5-1.0g/cm3
:unselected:",irrelevant
Particle Size (microns): | 16,Particle size
material-no. | 056257ZZ2,irrelevant
200N | 65 | 60 | 20000 | 0.1 | 14 | HA | HA | HA,irrelevant
Grade: | 400 mesh grade,Particle size
Screen Analysis: | 0.1%,Particle size
Nonvolatile content | (%) | 64.0～66.0,irrelevant
"specific gravity | app. 1,5 * | kg/l | 6C.0468.0",irrelevant
PRODUCT NAME : | ALPATE 7640 NS,irrelevant
wet sieving (DIN 53196) |  |  | ,Particle size
Weight Volume (lbs/gallon) | 12.08,irrelevant
Revision; Edition: | 02 November 1995 | 02 November 1995 | page:1 of: 1,irrelevant
test criteria | nominal | unit | test method,header
D 10 | 2 - 6 | µm | TI 0009,Particle size
"Sparkle Silver® 3166-AR is a coarse particle size, high sparkle, non-leafing aluminum pigment popular for Automotive Applications. This pigment can be",Aluminium Type
Product Name | Non-Leafing type Aluminium Paste 6220N,Aluminium Type
"ZX1012 is conventional Silver Dollar aluminum pigment supplied in paste form. It possesses high metallic sparkle effect, high flop, and good hiding power. It is for automotive coatings, plastic coatings and high quality metallic coatings. It is also suitable for printing inks.",Particle Shape
"Residue on sieve 45 um: | max. 0,5 %",Particle size
Article number: | 73221..,irrelevant
PRODUCT DESCRIPTION,irrelevant
Non-Volatile (% by weight): | 56.0,irrelevant
Aluminium pigment of high brilliance | Very dark chrome-like effect,irrelevant
Solid content: | approx. 65 %,irrelevant
Type of solvent | MS,irrelevant
Specific Gravity: | ca 2.07,irrelevant
Wet sieving passing 75μm | ≤ 0.5 | %w/w | ISO 1247,Particle size
09.02.2018 | 09.02.2018 | 09.02.2018,irrelevant
TI00001 2-coat lacquer | O.K. | ,irrelevant
• | Non-Leafing,Aluminium Type
"2 | Cadmium | < 0,0005 * | % | ICP analysis of aluminum | TI00091",irrelevant
SCREEN ANALYSIS | Min Through 325mesh 99%,Particle size
Material or component | %,irrelevant
Non-Volatile: | 98.5 minimum by weight,irrelevant
Aromatic Spirits | 23.0% (Maximum),irrelevant
"Full shade DL | 0,00 | 2,50 |  | MH03",irrelevant
Residue on sieve 44 µm (325 mesh) | max % | 1,Particle size
Coarse Non- Leafing | Shell SOL A150 | 65 | 2.0 max | 4 | - | - | 0.20 | 1.48 |  | Marine paints. Large particalised. | 12 months from date of manufacture,multi
"Naphtha Leafing | Shell SOL A150 | 65 | 2.0 max | 4 | 65 | 1.0-1.7 | 0.15 | 1.51 | Type 2 Class p | Smooth finish, easier and cleaner to mix. Use for paints and mastics with lower tolerance to white spirits. | 12 months from date of manufacture",multi
"Product description: | Flake metal powder based on a copper-zinc-alloy
(ca. 70 % Cu, 30 % Zn)",irrelevant
Wide polymer compatibility,irrelevant
"TI00004 volatile content | 33,0 - 37,0 | %",irrelevant
Average Particle Size (±1.0µ) | 9.0 | Not Standard ,Particle size
"D 90
:unselected: | 32 - 40 | µm | TI 0009",Particle size
 |  |  |  |  |  |  |  | ,irrelevant
Typical Packaging | Metallic pails with 25 kg,irrelevant
Solid content: | approx. 40 %,irrelevant
"8) WATER CONTENT
: | 0,14 % Maxi",irrelevant
material-no. | 022956C20,irrelevant
Type of solvent | MS/SN,irrelevant
Non-Volatile (% by weight): | 68.0,irrelevant
Powder coating,Supply Form
"PY10E Is a high quality, with a bright pigment.Aluminum pigment paste- non leafing, it is",Aluminium Type
Specific Gravity: | 1.43,irrelevant
aqueous paint spray-out | OK |  | 3C.0023.0,irrelevant
Specific gravity (by calculation) | 1.6,irrelevant
Non-Volatile Content(±2%) | 73 | ISO1247-1974(E),irrelevant
test criteria | nominal | unit | test method,header
Draft | Approval | Release,irrelevant
Specific Gravity | 1.5,irrelevant
• | Vacuum Metallized Pigment (VMP),Particle Shape
Solvent: | White spirit / Aromatics | ,irrelevant
Technical features | Typical analysis | Test method:,header
TECHNICAL DATA,irrelevant
• | Surface treatment: SiO2-encapsulation,Pigment Treatment
Product description: | Aluminium pigment paste for aqueous systems,irrelevant
Mean particle diameter: | approx. 34 μm,Particle size
Type of solvent | MS,irrelevant
"passing 45 µm | >= 99,9 | % | 3C.0013.0",Particle size
10 | :unselected:,irrelevant
Weight Volume (kgs/liter): | 1.58,irrelevant
Material or component | %,irrelevant
1) laser granulometry (Sympatec Helos),stray
Standard Leafing,Aluminium Type
Article number: | 07468..,irrelevant
Specific Gravity | 1.43,irrelevant
"Water Content, % | 0.15 max",irrelevant
Non volatile composition |  |  | ,irrelevant
• | Pigment morphology: Silverdollar,Particle Shape
material-no. | 040627F20,irrelevant
15.11.2020 | 15.11.2020 | 15.11.2020,irrelevant
Product denomination: | Aluminium Paste STAPA IL Hydrolan 9160 No 55900/G,irrelevant
"bulk density | app. 0,1 * | kg/1 | 6C.3103.0",irrelevant
Leafing | 70% minimum,Aluminium Type
L-Value(Whiteness)：（％） | ８０,irrelevant
COVERING POWER | 8250 cm2 /gm Min.,irrelevant
CHEMICAL COMPOSITION:,irrelevant
Average Particle Size (Microns via Microtrac) | 19,Particle size
"TI00009 D 50 | 48,0 - 58,0 | µm",Particle size
Particle Size (microns): | 17,Particle size
solvent content | 10 - 14 | % | 5C.0075.0,irrelevant
"Screen analysis (< 45μm, % min.) | 99.0 %",Particle size
"Sparkle Silver® 5500 is a fine particle size, regular purity, non-leafing aluminum pigment. It is characterized by a relatively wide particle size distribution. Sparkle Silver® 5500 is suitable for automotive and general industrial coatings. -Non-leafing -Cornflake",Aluminium Type
"- | Fine particle size, very high sparkle and flop",Particle size
TECHNICAL DATA 外观 APPERANCE | 银白浆状 Silvery White Paste | Specification Conformance ISO标准（ISO Specification）,irrelevant
90 | :unselected:,irrelevant
Particle Size (microns) | 18.0µm (By Malvern Mastersizer),Particle size
Grade: | XY- 9106,irrelevant
"Product name: | BLITZ Goldbronze Powder G 7762
stabilized Rich Pale Gold",irrelevant
Kgs Per Liter | 1.47,irrelevant
